FO538757.2
HIVEP3
FOXJ3
RIMKLA
PPCS
CCDC30
PPIH
YBX1
P3H1
C1orf50
SVBP
ERMAP
RP11-342M1.3
ZNF691
SLC2A1
SLC2A1-AS1
FAM183A
EBNA1BP2
TMEM125
C1orf210
RP1-92O14.3
CDC20
ELOVL1
MED8
SZT2
HYI
PTPRF
KDM4A
KDM4A-AS1
IPO13
DPH2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
RP5-1198O20.4
DMAP1
ERI3
RNF220
TMEM53
C1orf228
KIF2C
RPS8
PLK3
TCTEX1D4
EIF2B3
HECTD3
UROD
ZSWIM5
HPDL
MUTYH
TOE1
TESK2
CCDC163P
MMACHC
PRDX1
AKR1A1
NASP
CCDC17
GPBP1L1
TMEM69
IPP
MAST2
PIK3R3
TSPAN1
POMGNT1
RAD54L
LRRC41
UQCRH
NSUN4
FAAH
DMBX1
MKNK1
MOB3C
ATPAF1
EFCAB14
CYP4B1
CYP4A22-AS1
LINC00853
PDZK1IP1
STIL
CMPK1
FOXD2-AS1
SPATA6
FAF1
CDKN2C
RNF11
TTC39A
EPS15
OSBPL9
NRDC
TXNDC12
KTI12
BTF3L4
ZFYVE9
CC2D1B
ORC1
PRPF38A
ZCCHC11
COA7
ZYG11B
ECHDC2
SCP2
CPT2
C1orf123
RP5-1024G6.7
MAGOH
LRP8
NDC1
YIPF1
HSPB11
LRRC42
LDLRAD1
TMEM59
TCEANC2
CYB5RL
MRPL37
SSBP3
ACOT11
TTC4
PARS2
TTC22
DHCR24
RP11-67L3.4
PCSK9
USP24
PLPP3
PRKAA2
OMA1
TACSTD2
MYSM1
JUN
FGGY
HOOK1
CYP2J2
RP11-776H12.1
NFIA
TM2D1
RP11-430G17.3
INADL
USP1
DOCK7
ATG4C
FOXD3-AS1
ALG6
ITGB3BP
EFCAB7
PGM1
ROR1
CACHD1
RAVER2
JAK1
AK4
DNAJC6
LEPROT
LEPR
WDR78
MIER1
SLC35D1
SERBP1
GADD45A
GNG12
WLS
DEPDC1
LRRC7
LRRC40
SRSF11
ANKRD13C
HHLA3
CTH
ZRANB2
LRRIQ3
FPGT
CRYZ
TYW3
SLC44A5
ACADM
RABGGTB
PIGK
ZZZ3
USP33
FAM73A
FUBP1
DNAJB4
GIPC2
RP11-386I14.4
IFI44L
IFI44
ADGRL2
TTLL7
PRKACB
SAMD13
RPF1
GNG5
CTBS
SSX2IP
MCOLN3
SYDE2
C1orf52
BCL10
DDAH1
CYR61
ZNHIT6
ODF2L
RP4-612B15.3
SH3GLB1
SEP15
HS2ST1
LMO4
PKN2
GTF2B
CCBL2
RBMXL1
GBP3
GBP1
GBP2
GBP4
LRRC8B
LRRC8C
RP5-943J3.2
LRRC8D
ZNF326
ZNF644
CDC7
TGFBR3
EPHX4
BTBD8
KIAA1107
GLMN
RPAP2
GFI1
EVI5
RPL5
FAM69A
MTF2
TMED5
CCDC18
DR1
FNBP1L
BCAR3
DNTTIP2
GCLM
ARHGAP29
ABCD3
F3
SLC44A3
CNN3
RP4-639F20.1
ALG14
TMEM56
RWDD3
RP11-286B14.2
PTBP2
DPYD
SNX7
FRRS1
AGL
SLC35A3
MFSD14A
SASS6
TRMT13
DBT
RTCA
CDC14A
EXTL2
RP4-549L20.3
SLC30A7
DPH5
RP11-421L21.3
RNPC3
AMY2B
PRMT6
SLC25A24
RP11-483I13.5
FAM102B
HENMT1
PRPF38B
STXBP3
GPSM2
CLCC1
WDR47
TAF13
RP5-1065J22.8
TMEM167B
SARS
CELSR2
PSRC1
SORT1
PSMA5
ATXN7L2
CYB561D1
AMIGO1
GNAI3
AMPD2
GSTM4
GSTM3
EPS8L3
AHCYL1
STRIP1
RP4-773N10.4
KCNC4
RBM15
SLC16A4
RP5-1074L1.4
LAMTOR5
LRIF1
DRAM2
CEPT1
RP5-1180E21.5
DENND2D
OVGP1
WDR77
ATP5F1
RAP1A
FAM212B
DDX20
CTTNBP2NL
WNT2B
ST7L
CAPZA1
MOV10
RHOC
PPM1J
SLC16A1
SLC16A1-AS1
RP11-31F15.2
LRIG2
MAGI3
PHTF1
RSBN1
PTPN22
BCL2L15
AP4B1
DCLRE1B
HIPK1-AS1
HIPK1
TRIM33
BCAS2
DENND2C
NRAS
CSDE1
SIKE1
VANGL1
SLC22A15
ATP1A1
CD58
IGSF3
PTGFRN
RP11-27K13.3
TTF2
TRIM45
VTCN1
MAN1A2
FAM46C
GDAP2
WDR3
WARS2
RP11-418J17.1
ZNF697
PHGDH
NOTCH2
SEC22B
AC253572.1
NBPF26
FAM72B
SRGAP2C
CH17-437K3.1
RP11-344P13.6
RP11-403I13.5
FAM72C
RP11-14N7.2
NBPF15
SRGAP2B
FAM72D
CH17-373J23.1
NBPF20
GPR89A
RNF115
POLR3C
NUDT17
PIAS3
ITGA10
PEX11B
RBM8A
RP11-315I20.1
POLR3GL
TXNIP
NBPF10
NOTCH2NL
NBPF12
PRKAB2
RP11-337C18.8
FMO5
CHD1L
BCL9
ACP6
GPR89B
RP11-94I2.4
NBPF11
LINC01138
AC245100.1
NBPF14
PDE4DIP
NBPF9
CH17-189H20.1
RP11-326G21.1
NBPF19
LINC00869
HIST2H2BF
HIST2H2BE
RP11-196G18.23
HIST2H2AC
BOLA1
SV2A
SF3B4
MTMR11
OTUD7B
VPS45
PLEKHO1
ANP32E
APH1A
C1orf54
CIART
MRPS21
PRPF3
RPRD2
TARS2
ECM1
FALEC
ADAMTSL4
MCL1
ENSA
GOLPH3L
HORMAD1
CTSS
CTSK
ARNT
SETDB1
CERS2
ANXA9
FAM63A
PRUNE
BNIPL
C1orf56
CDC42SE1
MLLT11
GABPB2
SCNM1
LYSMD1
VPS72
PIP5K1A
PSMD4
RP11-126K1.2
ZNF687
PI4KB
RFX5
SELENBP1
PSMB4
POGZ
CGN
TUFT1
SNX27
MRPL9
OAZ3
TDRKH
RP11-98D18.9
C2CD4D
THEM4
S100A10
S100A11
TCHH
FLG-AS1
RP11-107M16.2
HRNR
FLG
CRCT1
IVL
SPRR3
SPRR1B
PRR9
S100A9
S100A6
S100A5
S100A4
S100A3
S100A2
S100A16
S100A14
S100A13
RP1-178F15.4
CHTOP
SNAPIN
ILF2
INTS3
SLC27A3
GATAD2B
DENND4B
CRTC2
SLC39A1
RP11-422P24.12
CREB3L4
JTB
RP11-422P24.11
RAB13
RPS27
TPM3
C1orf43
UBAP2L
HAX1
ATP8B2
IL6R
UBE2Q1
ADAR
PMVK
PBXIP1
PYGO2
RP11-307C12.12
SHC1
CKS1B
FLAD1
ZBTB7B
RP11-307C12.11
ADAM15
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
MUC1
THBS3
MTX1
GBA
FAM189B
SCAMP3
CLK2
HCN3
FDPS
RUSC1-AS1
RUSC1
ASH1L
ASH1L-AS1
MSTO1
YY1AP1
DAP3
GON4L
RIT1
KIAA0907
ARHGEF2
SSR2
UBQLN4
LAMTOR2
RAB25
MEX3A
LMNA
SEMA4A
SLC25A44
PMF1
BGLAP
PAQR6
SMG5
TMEM79
GLMP
CCT3
TSACC
C1orf61
MEF2D
IQGAP3
APOA1BP
GPATCH4
AL365181.2
RP11-284F21.9
RP11-284F21.10
NES
CRABP2
ISG20L2
RRNAD1
MRPL24
HDGF
PRCC
SH2D2A
PEAR1
ARHGEF11
ETV3
KIRREL
IFI16
DUSP23
C1orf204
VSIG8
CFAP45
TAGLN2
IGSF9
LINC01133
PIGM
IGSF8
PEA15
DCAF8
PEX19
COPA
NCSTN
NHLH1
VANGL2
F11R
TSTD1
USF1
ARHGAP30
PVRL4
PFDN2
NIT1
DEDD
UFC1
USP21
PPOX
B4GALT3
NDUFS2
TOMM40L
NR1I3
SDHC
FCRLB
DUSP12
ATF6
NOS1AP
C1orf226
UHMK1
UAP1
DDR2
HSD17B7
RGS5
NUF2
PBX1
MGST3
ALDH9A1
TMCO1
UCK2
FAM78B
POGK
TADA1
RP11-277B15.3
POU2F1
CREG1
MPZL1
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
ATP1B1
NME7
BLZF1
SLC19A2
C1orf112
METTL18
SCYL3
KIFAP3
GORAB
PRRC2C
VAMP4
METTL13
PIGC
SUCO
RP11-296O14.3
PRDX6
KLHL20
CENPL
DARS2
ZBTB37
RC3H1
RABGAP1L
CACYBP
MRPS14
KIAA0040
RFWD2
RASAL2
C1orf220
RP5-1098D14.1
RALGPS2
FAM20B
TOR3A
ABL2
SOAT1
TOR1AIP2
RP11-533E19.7
TOR1AIP1
CEP350
QSOX1
LHX4
ACBD6
XPR1
STX6
MR1
IER5
GLUL
RNASEL
RGS16
NPL
DHX9
LAMC1
LAMC2
NMNAT2
SMG7
NCF2
ARPC5
RGL1
COLGALT2
TSEN15
C1orf21
EDEM3
FAM129A
RNF2
TRMT1L
SWT1
IVNS1ABP
TPR
C1orf27
PTGS2
PLA2G4A
RGS2
UCHL5
TROVE2
RP11-101E13.5
GLRX2
CDC73
CFH
CFHR3
ASPM
ZBTB41
DENND1B
C1orf53
NEK7
MIR181A1HG
ZNF281
KIF14
DDX59
RP11-92G12.3
CAMSAP2
C1orf106
ASCL5
TMEM9
PKP1
TNNT2
LAD1
PHLDA3
CSRP1
RP11-134G8.7
RP11-134G8.5
NAV1
IPO9-AS1
IPO9
SHISA4
TIMM17A
RNPEP
RP11-465N4.4
ELF3
ARL8A
PTPN7
LGR6
UBE2T
PPP1R12B
KDM5B
PCAT6
RABIF
KLHL12
ADIPOR1
CYB5R1
TMEM183A
ADORA1
CHI3L1
BTG2
PRELP
ATP2B4
ZC3H11A
ZBED6
SNRPE
SOX13
ETNK2
KISS1
GOLT1A
PLEKHA6
PPP1R15B
PIK3C2B
MDM4
TMEM81
RBBP5
DSTYK
TMCC2
NUAK2
LEMD1
BLACAT1
CDK18
MFSD4
ELK4
SLC45A3
NUCKS1
RAB29
SLC41A1
SLC26A9
RAB7B
FAM72A
SRGAP2
IKBKE
RASSF5
EIF2D
DYRK3
MAPKAPK2
FCMR
C1orf116
PFKFB2
YOD1
C4BPB
CD55
CD46
C1orf132
PLXNA2
RP11-385M4.1
LAMB3
C1orf74
IRF6
DIEXF
SERTAD4-AS1
SERTAD4
HHAT
RCOR3
TRAF5
LINC00467
SLC30A1
RP11-354K1.2
NEK2
RP11-122M14.1
LPGAT1
INTS7
DTL
PPP2R5A
TMEM206
NENF
RP11-61J19.5
ATF3
BATF3
NSL1
TATDN3
FLVCR1-AS1
FLVCR1
VASH2
ANGEL2
RPS6KC1
PROX1
SMYD2
PTPN14
CENPF
KCTD3
ESRRG
GPATCH2
SPATA17
RRP15
TGFB2
LYPLAL1
RP11-392O17.2
RP11-95P13.1
SLC30A10
EPRS
BPNT1
IARS2
RAB3GAP2
C1orf115
MARC2
MARC1
TAF1A
TAF1A-AS1
MIA3
AIDA
BROX
RP11-452F19.3
DISP1
TLR5
SUSD4
CAPN8
CAPN2
TP53BP2
FBXO28
DEGS1
NVL
CNIH4
WDR26
CNIH3
LBR
ENAH
SRP9
EPHX1
RP11-285F7.2
TMEM63A
PYCR2
SDE2
H3F3A
RP11-396C23.2
ACBD3
RP11-275I14.4
LIN9
PARP1
ITPKB
PSEN2
ADCK3
CDC42BPA
ZNF678
SNAP47
JMJD4
WNT9A
ARF1
C1orf35
MRPL55
GUK1
GJC2
IBA57
OBSCN
TRIM11
HIST3H2A
HIST3H2BB
RNF187
RHOU
RAB4A
CCSAP
NUP133
ABCB10
TAF5L
URB2
GALNT2
COG2
C1orf198
TTC13
ARV1
FAM89A
C1orf131
GNPAT
EXOC8
SPRTN
EGLN1
RP11-295G20.2
TSNAX
DISC1
SIPA1L2
MAP10
NTPCR
PCNXL2
RP5-862P8.2
KCNK1
RP5-827C21.4
COA6
TARBP1
IRF2BP2
RP11-443B7.1
TOMM20
RBM34
ARID4B
GGPS1
TBCE
B3GALNT2
LYST
GPR137B
ERO1B
LGALS8
RP11-385F5.5
RP11-385F5.4
HEATR1
MTR
CHRM3
FH
OPN3
CHML
EXO1
CEP170
SDCCAG8
AKT3
ZBTB18
RP11-518L10.5
ADSS
DESI2
COX20
HNRNPU-AS1
HNRNPU
RP11-156E8.1
EFCAB2
SMYD3
TFB2M
CNST
SCCPDH
AHCTF1
ZNF695
ZNF670
ZNF669
ZNF124
RP11-488L18.10
RP11-488L18.8
ZNF496
SH3BP5L
ZNF672
ZNF692
PGBD2
FAM110C
SH3YL1
ACP1
TMEM18
AC144450.2
PXDN
TSSC1
TRAPPC12
TRAPPC12-AS1
ADI1
AC142528.1
RNASEH1
RNASEH1-AS1
RPS7
CMPK2
RSAD2
RNF144A
AC011747.4
ID2
KIDINS220
MBOAT2
RP11-734K21.5
ASAP2
ITGB1BP1
CPSF3
IAH1
ADAM17
RP11-214N9.1
YWHAQ
TAF1B
RP11-95D17.1
GRHL1
RP11-254F7.2
KLF11
RP11-254F7.4
RRM2
C2orf48
HPCAL1
ODC1
NOL10
RN7SL832P
ATP6V1C2
RP11-791G15.2
PDIA6
PQLC3
ROCK2
E2F6
LPIN1
TRIB2
FAM84A
NBAS
DDX1
MYCN
FAM49A
VSNL1
SMC6
GEN1
KCNS3
RDH14
LINC01376
TTC32
WDR35
LAPTM4A
SDC1
PUM2
RHOB
HS1BP3
RP11-130L8.2
LDAH
KLHL29
RP11-557N21.1
ATAD2B
UBXN2A
MFSD2B
C2orf44
FKBP1B
SF3B6
FAM228B
TP53I3
ITSN2
NCOA1
PTRHD1
CENPO
ADCY3
RP11-443B20.1
DNAJC27
DNAJC27-AS1
EFR3B
DNMT3A
DTNB
ASXL2
KIF3C
RAB10
GAREM2
HADHA
HADHB
EPT1
C2orf70
SLC35F6
CENPA
MAPRE3
TMEM214
AGBL5
OST4
KHK
CGREF1
PREB
SLC5A6
ATRAID
CAD
UCN
MPV17
GTF3C2
AC074117.10
EIF2B4
SNX17
ZNF513
PPM1G
NRBP1
KRTCAP3
IFT172
ZNF512
CCDC121
GPN1
SUPT7L
SLC4A1AP
MRPL33
RBKS
BRE
FOSL2
RP11-373D23.3
PPP1CB
SPDYA
TRMT61B
WDR43
CLIP4
YPEL5
LBH
LCLAT1
CAPN13
XDH
MEMO1
DPY30
SPAST
RP11-563N4.1
SLC30A6
YIPF4
AL133245.2
BIRC6
TTC27
LTBP1
FAM98A
RP11-490M8.1
CRIM1
FEZ2
STRN
HEATR5B
GPATCH11
EIF2AK2
CEBPZOS
CEBPZ
NDUFAF7
PRKD3
QPCT
CDC42EP3
RMDN2
CYP1B1
CYP1B1-AS1
ATL2
HNRNPLL
GALM
SRSF7
GEMIN6
DHX57
MORN2
SOS1
MAP4K3
AC007246.3
THUMPD2
EML4
COX7A2L
MTA3
ZFP36L2
AC010883.5
THADA
PLEKHH2
C1GALT1C1L
DYNC2LI1
LRPPRC
PPM1B
PREPL
CAMKMT
RP11-89K21.1
SRBD1
PRKCE
EPAS1
ATP6V1E2
RHOQ
PIGF
CRIPT
SOCS5
MCFD2
TTC7A
C2orf61
CALM2
AC073283.4
BCYRN1
EPCAM
MSH2
KCNK12
MSH6
FBXO11
FOXN2
RP11-191L17.1
PPP1R21
STON1
ASB3
CHAC2
ERLEC1
PSME4
ACYP2
SPTBN1
EML6
RTN4
CLHC1
RPS27A
MTIF2
CCDC88A
CFAP36
PPP4R3B
RP11-554J4.1
PNPT1
VRK2
FANCL
BCL11A
PAPOLG
REL
PUS10
PEX13
KIAA1841
C2orf74
AHSA2
USP34
RP11-355B11.2
XPO1
FAM161A
CCT4
COMMD1
B3GNT2
TMEM17
EHBP1
AC009501.4
OTX1
WDPCP
MDH1
UGP2
VPS54
PELI1
LGALSL
AFTPH
SERTAD2
SLC1A4
CEP68
RAB1A
ACTR2
SPRED2
AC092669.3
MEIS1
ETAA1
C1D
WDR92
PNO1
PPP3R1
RP11-474G23.2
RP11-474G23.3
FBXO48
ARHGAP25
ANTXR1
GFPT1
NFU1
AAK1
ANXA4
GMCL1
SNRNP27
MXD1
PCBP1
C2orf42
TIA1
PCYOX1
SNRPG
FAM136A
TGFA
ATP6V1B1
AC007040.11
TEX261
NAGK
MCEE
MPHOSPH10
PAIP2B
ZNF638
DYSF
CYP26B1
EXOC6B
SPR
EMX1
SFXN5
RAB11FIP5
SMYD5
PRADC1
CCT7
FBXO41
EGR4
ALMS1
TPRKB
DUSP11
STAMBP
DGUOK
DGUOK-AS1
TET3
BOLA3
MOB1A
RP11-287D1.2
MTHFD2
DCTN1
C2orf81
WDR54
RTKN
INO80B
WBP1
MOGS
MRPL53
CCDC142
TTC31
LBX2
LBX2-AS1
PCGF1
AUP1
HTRA2
LOXL3
DOK1
SEMA4F
RP11-259N19.1
HK2
POLE4
MRPL19
GCFC2
RP11-342K6.1
SUCLG1
DNAH6
TRABD2A
TMSB10
KCMF1
TCF7L1
TGOLN2
RETSAT
ELMOD3
CAPG
MAT2A
GGCX
VAMP8
VAMP5
RNF181
TMEM150A
USP39
C2orf68
ST3GAL5
POLR1A
PTCD3
IMMT
RP11-301O19.1
MRPL35
REEP1
KDM3A
CHMP3
RNF103
RMND5A
PLGLB1
AC133644.2
LINC00152
KRCC1
THNSL2
EIF2AK3
AC062029.1
RPIA
CH17-132F21.5
RP11-575H3.1
MRPS5
ZNF514
ZNF2
AC092835.2
PROM2
FAHD2A
RP11-440D17.3
LINC00342
ANKRD36C
DUSP2
STARD7
TMEM127
CIAO1
SNRNP200
NCAPH
ARID5A
KANSL3
LMAN2L
CNNM4
CNNM3
ANKRD23
ANKRD39
SEMA4C
FAM178B
FAHD2B
ANKRD36
AC159540.1
ANKRD36B
COX5B
ACTR1B
TMEM131
INPP4A
COA5
UNC50
MGAT4A
KIAA1211L
TSGA10
C2orf15
LIPT1
MITD1
MRPL30
LYG2
LYG1
TXNDC9
EIF5B
REV1
LONRF2
PDCL3
NPAS2
RPL31
TBC1D8
RP11-299H21.1
CNOT11
RNF149
RFX8
MAP4K4
IL1R2
IL1R1
IL1RL2
IL18R1
SLC9A2
MFSD9
TMEM182
MRPS9
TGFBRAP1
RP11-332H14.2
C2orf49
FHL2
NCK2
UXS1
AC096669.3
GCC2
LIMS1
RANBP2
CCDC138
EDAR
SH3RF3
SEPT10
SOWAHC
LINC01123
MALL
NPHP1
LINC00116
LINC01106
BUB1
ACOXL
BCL2L11
MIR4435-2HG
RP11-181E10.3
RP11-803D5.4
AC017002.2
ANAPC1
TMEM87B
ZC3H8
ZC3H6
TTL
POLR1B
CHCHD5
AC079922.3
SLC20A1
NT5DC4
CKAP2L
IL1RN
PSD4
PAX8
RP11-65I12.1
RP11-480C16.1
CBWD2
RABL2A
SLC35F5
RP11-141B14.1
ACTR3
DDX18
AC009404.2
CCDC93
INSIG2
AC093901.1
STEAP3
C2orf76
DBI
TMEM37
TMEM177
PTPN4
EPB41L5
AC012363.4
TMEM185B
RALB
GLI2
TFCP2L1
CLASP1
NIFK-AS1
NIFK
TSN
BIN1
ERCC3
MAP3K2
AC068282.3
IWS1
WDR33
SFT2D3
POLR2D
AMMECR1L
RP11-395A13.2
SAP130
UGGT1
HS6ST1
POTEF
CCDC74B
SMPD4
MZT2B
CCDC115
IMP4
PTPN18
POTEI
ARHGEF4
FAM168B
PLEKHB2
MZT2A
CCDC74A
C2orf27B
RP11-725P16.2
GPR39
LYPD1
NCKAP5
MGAT5
TMEM163
CCNT2
RAB3GAP1
ZRANB3
R3HDM1
UBXN4
MCM6
DARS
DARS-AS1
HNMT
SPOPL
KYNU
GTDC1
ACVR2A
ORC4
MBD5
EPC2
LYPD6B
LYPD6
MMADHC
AC144449.1
RND3
RBM43
NMI
RIF1
ARL5A
STAM2
FMNL2
PRPF40A
ARL6IP6
AC093375.1
NR4A2
GPD2
GALNT5
ACVR1C
ACVR1
CCDC148
PKP4
DAPL1
TANC1
WDSUB1
BAZ2B
AC009506.1
AC009961.3
MARCH7
CD302
LY75
PLA2R1
ITGB6
RBMS1
TANK
AC009299.3
PSMD14
IFIH1
GCA
GRB14
COBLL1
CSRNP3
GALNT3
TTC21B
AC010127.3
STK39
CERS6
NOSTRIN
SPC25
BBS5
FASTKD1
PPIG
CCDC173
PHOSPHO2
KLHL23
SSB
METTL5
UBR3
SP5
AC007405.6
GAD1
GORASP2
TLK1
METTL8
DCAF17
CYBRD1
DYNC1I2
SLC25A12
HAT1
METAP1D
ITGA6
AC093818.1
PDK1
AC013461.1
CDCA7
RP11-796E10.1
SP3
OLA1
CIR1
SCRN3
GPR155
AC010894.3
CHN1
ATF2
ATP5G3
KIAA1715
HOXD-AS2
MTX2
LINC01116
HNRNPA3
NFE2L2
AGPS
TTC30B
TTC30A
PDE11A
RBM45
PRKRA
FKBP7
PLEKHA3
TTN-AS1
TTN
RP11-171I2.5
SESTD1
CWC22
UBE2E3
SSFA2
PPP1R1C
DNAJC10
NCKAP1
DUSP19
NUP35
FSIP2
LINC01473
RP11-410E4.1
ZC3H15
ITGAV
FAM171B
TFPI
GULP1
COL5A2
WDR75
SLC40A1
ASNSD1
ANKAR
OSGEPL1
OSGEPL1-AS1
ORMDL1
PMS1
C2orf88
HIBCH
INPP1
MFSD6
NEMP2
AC093388.3
NAB1
GLS
STAT1
MYO1B
NABP1
SDPR
SLC39A10
DNAH7
STK17B
RP11-347P5.1
CCDC150
GTF3C3
PGAP1
ANKRD44
SF3B1
COQ10B
HSPD1
HSPE1
MOB4
MARS2
SATB2
FTCDNL1
C2orf69
TYW5
C2orf47
SPATS2L
KCTD18
SGOL2
BZW1
CLK1
PPIL3
NIF3L1
ORC2
AC005037.3
FAM126B
NDUFB3
CFLAR
CFLAR-AS1
CASP10
CASP8
TRAK2
STRADB
TMEM237
MPP4
ALS2
RP11-107N15.1
FZD7
AC079354.5
SUMO1
NOP58
RP11-686O6.2
BMPR2
FAM117B
ICA1L
WDR12
CARF
NBEAL1
CYP20A1
ABI2
RAPH1
PARD3B
NRP2
INO80D
NDUFS1
AC007383.4
EEF1B2
GPR1
MDH1B
FASTKD2
KLF7
CREB1
METTL21A
CCNYL1
RP11-801F7.1
FZD5
AC096772.6
IDH1
PIKFYVE
MAP2
RPE
KANSL1L
RP11-260M2.1
AC007038.7
AC006994.2
LANCL1
CPS1
IKZF2
SPAG16
BARD1
AC072062.1
ABCA12
ATIC
FN1
MREG
PECR
TMEM169
XRCC5
PKI55
SMARCAL1
RPL37A
IGFBP2
TNS1
ARPC2
AAMP
PNKD
TMBIM1
SLC11A1
CTDSP1
VIL1
USP37
RQCD1
RP11-548H3.1
ZNF142
BCS1L
RNF25
STK36
TTLL4
WNT10A
RP11-33O4.1
SLC23A3
CNPPD1
